YEAR,LocationAbbr,LocationDesc,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Education,TopicId,MeasureId,StratificationID1,StratificationID4,SubMeasureID,DisplayOrder
2006,KY,Kentucky,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,9.9,0.9,8.1,11.7,1824,Female,Middle School,151BEH,169USS,3GEN,1EDU,YTS11,11
1999,KS,Kansas,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,39.3,3.7,32.1,46.5,135,Overall,Middle School,105BEH,170CES,1GEN,1EDU,YTS01,1
2000,NY,New York,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,6.3,2.1,2.2,10.3,990,Male,Middle School,151BEH,169USS,2GEN,1EDU,YTS11,11
2000,DE,Delaware,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,26.1,1.1,23.9,28.2,1855,Female,High School,106BEH,166SSA,3GEN,2EDU,YTS07,7
2007,AZ,Arizona,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,42.2,8.6,25.4,59,69,Female,Middle School,105BEH,170CES,3GEN,1EDU,YTS03,3
2012,WI,Wisconsin,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,7.8,1.5,4.9,10.7,753,Female,High School,151BEH,169USS,3GEN,2EDU,YTS11,11
2001,GA,Georgia,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,32.3,2.3,27.7,36.8,2723,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS08,8
2007,NH,New Hampshire,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,41.1,3.2,34.8,47.4,200,Overall,High School,105BEH,170CES,1GEN,2EDU,YTS01,1
2008,AL,Alabama,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,22.2,3.1,16.1,28.3,1336,Overall,High School,151BEH,169USS,1GEN,2EDU,YTS11,11
2010,KY,Kentucky,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,14.1,1.2,11.8,16.4,1677,Male,High School,151BEH,169USS,2GEN,2EDU,YTS12,12
2002,KS,Kansas,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,46.4,4.7,37.1,55.7,137,Male,High School,105BEH,169QUA,2GEN,2EDU,YTS05,5
2002,WI,Wisconsin,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,2.5,0.5,1.4,3.5,1277,Overall,Middle School,151BEH,169USS,1GEN,1EDU,YTS10,10
2007,CT,Connecticut,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,6.1,0.9,4.4,7.8,1100,Male,Middle School,151BEH,169USS,2GEN,1EDU,YTS11,11
2009,GA,Georgia,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,12.9,1.4,10.2,15.6,1971,Overall,Middle School,151BEH,169USS,1GEN,1EDU,YTS11,11
2000,WI,Wisconsin,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,38.7,2.9,33.1,44.3,664,Male,Middle School,106BEH,166SSA,2GEN,1EDU,YTS08,8
2014,MS,Mississippi,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,15,2.1,11,19,675,Female,Middle School,106BEH,166SSA,3GEN,1EDU,YTS08,8
2003,UT,Utah,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,3.2,0.8,1.6,4.7,2536,Overall,High School,106BEH,166SSA,1GEN,2EDU,YTS09,9
2010,AL,Alabama,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,55.8,4.2,47.5,64.1,87,Female,High School,105BEH,169QUA,3GEN,2EDU,YTS06,6
2006,AL,Alabama,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,20.2,2.4,15.4,25,795,Male,High School,151BEH,169USS,2GEN,2EDU,YTS10,10
2008,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,2.8,0.4,2.1,3.5,3029,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS07,7
2008,KY,Kentucky,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,55.7,3.6,48.7,62.7,363,Overall,Middle School,105BEH,169QUA,1GEN,1EDU,YTS04,4
2015,PA,Pennsylvania,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,0.7,0.4,0,1.5,1340,Female,Middle School,151BEH,169USS,3GEN,1EDU,YTS10,10
2007,AZ,Arizona,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,2.5,0.5,1.5,3.5,1104,Female,Middle School,151BEH,169USS,3GEN,1EDU,YTS10,10
2013,IN,Indiana,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,7.5,1.3,5,10,1203,Male,Middle School,151BEH,169USS,2GEN,1EDU,YTS11,11
2006,NJ,New Jersey,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,15.9,1.3,13.4,18.4,1825,Male,High School,151BEH,169USS,2GEN,2EDU,YTS11,11
2015,AZ,Arizona,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,4.3,1,2.4,6.3,1379,Overall,Middle School,151BEH,169USS,1GEN,1EDU,YTS11,11
2016,MS,Mississippi,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,28,2.7,22.7,33.4,731,Female,High School,106BEH,166SSA,3GEN,2EDU,YTS08,8
2004,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,17.7,1.8,14.2,21.1,969,Male,Middle School,106BEH,166SSA,2GEN,1EDU,YTS08,8
2007,ND,North Dakota,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,19.8,1.5,16.9,22.7,2039,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS08,8
2003,CA,California,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,3.1,0.4,2.4,3.8,14697,Overall,High School,151BEH,169USS,1GEN,2EDU,YTS10,10
2013,HI,Hawaii,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.2,0.1,0,0.4,1936,Overall,Middle School,151BEH,169USS,1GEN,1EDU,YTS12,12
2016,MS,Mississippi,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.9,1,8,11.8,1574,Overall,High School,106BEH,166SSA,1GEN,2EDU,YTS07,7
2006,WI,Wisconsin,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,,,,,Male,Middle School,105BEH,170CES,2GEN,1EDU,YTS02,2
2002,OK,Oklahoma,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.8,0.2,0.3,1.2,2007,Overall,Middle School,151BEH,169USS,1GEN,1EDU,YTS12,12
2013,IL,Illinois,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.3,0.2,0,0.6,833,Female,High School,151BEH,169USS,3GEN,2EDU,YTS12,12
2001,GA,Georgia,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,60.9,1.6,57.7,64.1,2886,Overall,High School,106BEH,166SSA,1GEN,2EDU,YTS08,8
2011,CT,Connecticut,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,,,,,Female,Middle School,105BEH,170CES,3GEN,1EDU,YTS03,3
2009,CT,Connecticut,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.3,0.4,2.6,4,2348,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS07,7
2016,WI,Wisconsin,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,2.7,0.6,1.6,3.8,787,Male,Middle School,151BEH,169USS,2GEN,1EDU,YTS11,11
2013,GA,Georgia,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,12,1.3,9.4,14.6,1699,Overall,High School,106BEH,166SSA,1GEN,2EDU,YTS07,7
2002,PA,Pennsylvania,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,11.5,1,9.5,13.5,5074,Female,High School,106BEH,166SSA,3GEN,2EDU,YTS09,9
2009,KS,Kansas,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.8,0.3,0.2,1.4,965,Overall,Middle School,151BEH,169USS,1GEN,1EDU,YTS12,12
2015,NE,Nebraska,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.3,0.3,0,1,1185,Female,High School,151BEH,169USS,3GEN,2EDU,YTS12,12
2005,ND,North Dakota,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,13.8,1.9,10.1,17.4,846,Male,High School,106BEH,166SSA,2GEN,2EDU,YTS09,9
2013,HI,Hawaii,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,2.2,0.9,0.5,3.9,1040,Female,Middle School,151BEH,169USS,3GEN,1EDU,YTS10,10
2000,SD,South Dakota,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,11.5,1.4,8.8,14.2,1487,Overall,High School,151BEH,169USS,1GEN,2EDU,YTS10,10
2009,SC,South Carolina,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,6.4,1.1,4.3,8.5,1314,Overall,Middle School,151BEH,169USS,1GEN,1EDU,YTS10,10
2013,LA,Louisiana,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,25,1.7,21.6,28.4,1849,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS08,8
2001,MI,Michigan,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,57,1.6,53.8,60.2,798,Overall,High School,105BEH,169QUA,1GEN,2EDU,YTS04,4
2002,MA,Massachusetts,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,9.6,1.2,7.3,11.9,954,Male,Middle School,151BEH,169USS,2GEN,1EDU,YTS11,11
2013,NC,North Carolina,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.3,0.4,0.6,2,1960,Female,Middle School,151BEH,169USS,3GEN,1EDU,YTS10,10
2003,MO,Missouri,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,1,0.3,0.3,1.6,1401,Overall,High School,151BEH,169USS,1GEN,2EDU,YTS12,12
2015,CT,Connecticut,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0,0,0,0,1247,Male,Middle School,151BEH,169USS,2GEN,1EDU,YTS12,12
2011,NH,New Hampshire,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,33.1,2.6,28,38.2,711,Female,High School,106BEH,166SSA,3GEN,2EDU,YTS08,8
2014,PA,Pennsylvania,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,57.5,5.8,46.1,68.9,84,Female,High School,105BEH,169QUA,3GEN,2EDU,YTS06,6
2016,SD,South Dakota,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,59.8,8,44.1,75.6,51,Overall,Middle School,105BEH,170CES,1GEN,1EDU,YTS01,1
2004,NC,North Carolina,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,57.6,3.4,51,64.2,807,Overall,High School,105BEH,169QUA,1GEN,2EDU,YTS04,4
2006,AL,Alabama,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,50.2,6.5,37.4,63,65,Female,Middle School,105BEH,169QUA,3GEN,1EDU,YTS06,6
2013,NC,North Carolina,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,2.5,0.4,1.8,3.2,3863,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS07,7
1999,MS,Mississippi,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,1.3,0.3,0.8,1.8,1928,Overall,Middle School,151BEH,169USS,1GEN,1EDU,YTS12,12
2011,ND,North Dakota,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,18.1,1.7,14.7,21.5,2001,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS08,8
2004,WI,Wisconsin,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,53.6,7.9,38,69.1,55,Female,Middle School,105BEH,169QUA,3GEN,1EDU,YTS06,6
2005,ND,North Dakota,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,55,1.6,52,58.1,1702,Overall,High School,106BEH,166SSA,1GEN,2EDU,YTS08,8
2015,HI,Hawaii,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,14.4,1.7,11,17.7,981,Male,Middle School,106BEH,166SSA,2GEN,1EDU,YTS08,8
1999,MO,Missouri,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,1.1,0.4,0.4,1.8,771,Male,Middle School,151BEH,169USS,2GEN,1EDU,YTS12,12
2001,ID,Idaho,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,10.7,0.8,9,12.3,1850,Overall,Middle School,151BEH,169USS,1GEN,1EDU,YTS11,11
2010,OH,Ohio,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,,,,,,Female,Middle School,105BEH,169QUA,3GEN,1EDU,YTS06,6
2002,OK,Oklahoma,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,1.4,0.4,0.5,2.3,973,Male,Middle School,151BEH,169USS,2GEN,1EDU,YTS12,12
2008,IA,Iowa,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,42.3,3.6,35.2,49.4,614,Male,High School,106BEH,166SSA,2GEN,2EDU,YTS08,8
2015,PA,Pennsylvania,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,10.3,1.4,7.6,13,1987,Overall,High School,106BEH,166SSA,1GEN,2EDU,YTS07,7
2002,FL,Florida,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,57.1,1.1,54.9,59.2,1606,Overall,High School,105BEH,169QUA,1GEN,2EDU,YTS04,4
2013,ND,North Dakota,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,47.6,5.4,37.1,58.1,124,Female,High School,105BEH,170CES,3GEN,2EDU,YTS03,3
2001,RI,Rhode Island,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.4,0.2,0,0.8,788,Female,Middle School,151BEH,169USS,3GEN,1EDU,YTS12,12
2000,IA,Iowa,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,16.4,2.1,12.3,20.6,695,Female,High School,106BEH,166SSA,3GEN,2EDU,YTS09,9
2000,CO,Colorado,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,60.6,4.3,52.2,69,301,Overall,High School,105BEH,170CES,1GEN,2EDU,YTS01,1
1999,NE,Nebraska,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,3.1,0.6,1.9,4.3,1647,Male,Middle School,106BEH,166SSA,2GEN,1EDU,YTS09,9
2000,CT,Connecticut,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,33.3,2.6,28.1,38.5,934,Male,Middle School,106BEH,166SSA,2GEN,1EDU,YTS08,8
2005,UT,Utah,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,,,,,,Female,Middle School,105BEH,169QUA,3GEN,1EDU,YTS06,6
2009,SD,South Dakota,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.3,0.2,0,0.6,1634,Female,Middle School,151BEH,169USS,3GEN,1EDU,YTS12,12
2010,DE,Delaware,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.1,0.1,0,0.3,1066,Female,Middle School,151BEH,169USS,3GEN,1EDU,YTS12,12
2003,SD,South Dakota,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,6.4,1.1,4.2,8.6,2412,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS07,7
2016,DE,Delaware,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,48.1,8.1,32.3,63.9,84,Male,High School,105BEH,170CES,2GEN,2EDU,YTS02,2
2002,WV,West Virginia,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,1.9,0.2,1.4,2.3,9878,Overall,Middle School,151BEH,169USS,1GEN,1EDU,YTS12,12
2010,OH,Ohio,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,,,,,Male,Middle School,105BEH,170CES,2GEN,1EDU,YTS02,2
2014,AL,Alabama,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,6.4,0.8,4.8,8.1,1379,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS07,7
2005,UT,Utah,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,0.6,0.2,0.1,1,1447,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS09,9
2011,ND,North Dakota,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,43.9,1.8,40.3,47.5,1871,Overall,High School,106BEH,166SSA,1GEN,2EDU,YTS08,8
2013,KS,Kansas,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,7.3,0.9,5.5,9.1,877,Male,Middle School,106BEH,166SSA,2GEN,1EDU,YTS08,8
2000,DC,District of Columbia,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,57.6,4.3,49.2,65.9,82,Male,High School,105BEH,169QUA,2GEN,2EDU,YTS05,5
2001,GA,Georgia,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,23.9,1.4,21.1,26.7,2855,Overall,High School,151BEH,169USS,1GEN,2EDU,YTS11,11
2002,NE,Nebraska,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,60.3,1.9,56.6,64,2572,Overall,High School,106BEH,166SSA,1GEN,2EDU,YTS08,8
2016,AL,Alabama,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,,,,,Female,Middle School,105BEH,170CES,3GEN,1EDU,YTS03,3
2011,WV,West Virginia,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,44.6,5.8,33.2,56,81,Female,Middle School,105BEH,170CES,3GEN,1EDU,YTS03,3
2000,MN,Minnesota,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,63.9,1.7,60.5,67.2,1057,Female,High School,105BEH,170CES,3GEN,2EDU,YTS03,3
2010,KY,Kentucky,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,32.7,1.9,29,36.4,3470,Overall,High School,151BEH,169USS,1GEN,2EDU,YTS11,11
2014,DE,Delaware,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,2.9,0.6,1.6,4.1,1033,Female,High School,106BEH,166SSA,3GEN,2EDU,YTS09,9
2000,DC,District of Columbia,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,0.8,0.3,0.2,1.4,1114,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS09,9
2005,UT,Utah,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,51.5,10.4,31.2,71.8,135,Male,High School,105BEH,169QUA,2GEN,2EDU,YTS05,5
2000,DC,District of Columbia,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,,,,,,Male,Middle School,105BEH,169QUA,2GEN,1EDU,YTS05,5
2014,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,27.3,2.3,22.8,31.7,1823,Male,High School,106BEH,166SSA,2GEN,2EDU,YTS08,8
2012,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,4.8,1.3,2.3,7.3,874,Male,High School,106BEH,166SSA,2GEN,2EDU,YTS09,9
2005,NC,North Carolina,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,15.9,1.9,12.2,19.5,1500,Male,High School,151BEH,169USS,2GEN,2EDU,YTS10,10
2009,NC,North Carolina,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,46.5,2.6,41.5,51.5,1502,Male,High School,106BEH,166SSA,2GEN,2EDU,YTS08,8
2005,OK,Oklahoma,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,12.1,1.5,9.2,15,1387,Overall,High School,151BEH,169USS,1GEN,2EDU,YTS10,10
2000,KS,Kansas,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,12.1,1.3,9.4,14.7,798,Female,High School,151BEH,169USS,3GEN,2EDU,YTS11,11
2013,CT,Connecticut,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,8.4,0.9,6.7,10.1,1233,Male,High School,151BEH,169USS,2GEN,2EDU,YTS10,10
2015,HI,Hawaii,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,,,,,Overall,Middle School,105BEH,170CES,1GEN,1EDU,YTS01,1
2016,OK,Oklahoma,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,72.2,4.5,63.4,81.1,91,Overall,Middle School,105BEH,169QUA,1GEN,1EDU,YTS04,4
2011,NC,North Carolina,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.9,0.6,2.8,5,2699,Female,Middle School,106BEH,166SSA,3GEN,1EDU,YTS07,7
2004,DE,Delaware,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,56.9,3.9,49.1,64.6,237,Female,High School,105BEH,169QUA,3GEN,2EDU,YTS06,6
2011,HI,Hawaii,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,30.2,3,24.4,36,1269,Overall,High School,106BEH,166SSA,1GEN,2EDU,YTS08,8
2006,SC,South Carolina,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,51.3,8.1,35.5,67.1,56,Male,Middle School,105BEH,170CES,2GEN,1EDU,YTS02,2
2016,WI,Wisconsin,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,9,1.5,6,12,1171,Overall,High School,151BEH,169USS,1GEN,2EDU,YTS11,11
2008,IN,Indiana,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1.5,0.4,0.7,2.3,1626,Female,Middle School,106BEH,166SSA,3GEN,1EDU,YTS09,9
2013,OH,Ohio,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,0.4,0.3,0,0.9,929,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS09,9
2000,CT,Connecticut,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,29.9,2.6,24.9,35,998,Female,Middle School,106BEH,166SSA,3GEN,1EDU,YTS08,8
2016,AL,Alabama,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,1.8,0.4,0.9,2.6,1475,Male,Middle School,151BEH,169USS,2GEN,1EDU,YTS12,12
2004,IN,Indiana,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,56.9,4.4,48.2,65.6,128,Overall,Middle School,105BEH,169QUA,1GEN,1EDU,YTS04,4
2015,HI,Hawaii,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,13.8,1.5,10.8,16.9,1997,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS08,8
2001,NH,New Hampshire,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,5.6,0.7,4.3,6.9,1513,Overall,Middle School,151BEH,169USS,1GEN,1EDU,YTS11,11
2002,CT,Connecticut,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.2,0.5,0.3,2.1,1292,Female,Middle School,151BEH,169USS,3GEN,1EDU,YTS10,10
2005,UT,Utah,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,49.6,8.5,32.9,66.3,257,Overall,High School,105BEH,169QUA,1GEN,2EDU,YTS04,4
2012,MS,Mississippi,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,7.3,1.3,4.7,9.9,785,Male,High School,106BEH,166SSA,2GEN,2EDU,YTS09,9
2001,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1.1,0.3,0.6,1.7,5192,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS09,9
2014,OH,Ohio,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,2.6,0.6,1.5,3.8,1216,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS07,7
2000,WI,Wisconsin,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.5,0.2,0,1,1408,Overall,Middle School,151BEH,169USS,1GEN,1EDU,YTS12,12
2012,WI,Wisconsin,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,41,7.3,26.6,55.4,61,Female,High School,105BEH,170CES,3GEN,2EDU,YTS03,3
2015,NE,Nebraska,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,5.6,0.8,4.1,7.2,2334,Overall,High School,151BEH,169USS,1GEN,2EDU,YTS10,10
2004,MS,Mississippi,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,11.8,1.2,9.4,14.1,2438,Overall,High School,151BEH,169USS,1GEN,2EDU,YTS10,10
2015,WV,West Virginia,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,3,0.8,1.5,4.6,852,Female,High School,151BEH,169USS,3GEN,2EDU,YTS10,10
2000,TN,Tennessee,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,55.4,1.4,52.7,58,2644,Overall,High School,105BEH,170CES,1GEN,2EDU,YTS01,1
2008,DE,Delaware,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,51.3,5.2,41.2,61.4,100,Male,High School,105BEH,170CES,2GEN,2EDU,YTS02,2
2000,HI,Hawaii,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,1.4,0.6,0.3,2.4,630,Male,High School,151BEH,169USS,2GEN,2EDU,YTS12,12
2005,IL,Illinois,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,3.5,0.5,2.4,4.5,1423,Overall,Middle School,151BEH,169USS,1GEN,1EDU,YTS10,10
2003,MS,Mississippi,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,33.6,1.4,30.9,36.3,5926,Female,Middle School,106BEH,166SSA,3GEN,1EDU,YTS08,8
2008,IN,Indiana,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,3.3,0.7,2,4.6,3295,Overall,Middle School,151BEH,169USS,1GEN,1EDU,YTS10,10
2011,OK,Oklahoma,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,17.9,1.1,15.7,20.1,2044,Overall,High School,106BEH,166SSA,1GEN,2EDU,YTS07,7
2002,NE,Nebraska,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,31.9,1.4,29.1,34.7,2566,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS08,8
